,loss,accuracy,val_loss,val_accuracy
0,0.9434624876443876,0.5131291151046753,0.9258652362667146,0.5098360776901245
1,0.921886698552764,0.4912472665309906,0.9096236938335857,0.4901639223098755
2,0.9047466408241238,0.52078777551651,0.8954804275856644,0.5098360776901245
3,0.888203054862158,0.5317286849021912,0.8793279163172988,0.6737704873085022
4,0.8708790262887984,0.5743982791900635,0.8606969454249398,0.7622950673103333
5,0.847988169354996,0.578774631023407,0.8250296580986899,0.8672131299972534
6,0.7864597721485914,0.6805251836776733,0.7268020240986933,0.8016393184661865
7,0.6947594674984788,0.7396061420440674,0.5750309946107083,0.8622950911521912
8,0.6252319566269672,0.7855579853057861,0.5200253680104115,0.8983606696128845
9,0.5465510248224897,0.8391684889793396,0.48395925643014126,0.8606557250022888
10,0.5021273766356954,0.8566739559173584,0.42454985604911555,0.9245901703834534
11,0.5122161369355033,0.8479212522506714,0.4191702567163061,0.8950819969177246
12,0.4703056088422529,0.8665207624435425,0.3971423755903713,0.9098360538482666
13,0.4550199680177075,0.8577680587768555,0.3739776523386846,0.9278688430786133
14,0.5081115953249274,0.8380743861198425,0.5406060341440263,0.8213114738464355
15,0.46342560159820956,0.862144410610199,0.3874848623744777,0.8967213034629822
16,0.4221430376530737,0.8774617314338684,0.34774912195127516,0.9098360538482666
17,0.4265777652581881,0.8752735257148743,0.34578883286382334,0.9393442869186401
18,0.39619463577833947,0.8905907869338989,0.3249957707084593,0.9311475157737732
19,0.3846261164813386,0.8971553444862366,0.32181011389513486,0.9262295365333557
20,0.37315082778294184,0.8949671983718872,0.33313481553656155,0.9098360538482666
21,0.37186705818322346,0.8971553444862366,0.2913014136376928,0.9508196711540222
22,0.3586793603208446,0.8960612416267395,0.27417020084428007,0.94590163230896
23,0.33585892627484426,0.9146608114242554,0.26659197064696766,0.9508196711540222
24,0.30917920736306603,0.920131266117096,0.267809495720707,0.9672130942344666
25,0.3392448846568686,0.8993435502052307,0.25708566752613565,0.9508196711540222
26,0.36744275252198233,0.8971553444862366,0.25757894814014437,0.9606557488441467
27,0.30042867202727486,0.9310722351074219,0.2688154271635853,0.9360655546188354
28,0.30089695383213805,0.9190372228622437,0.2720327995839666,0.9688524603843689
29,0.3092328440438736,0.9256017208099365,0.24256113371888144,0.9524590373039246
30,0.26144435734404514,0.95076584815979,0.24013704137235392,0.9524590373039246
31,0.25162015428167467,0.9474835991859436,0.21790097912804024,0.9688524603843689
32,0.2530666659514805,0.942013144493103,0.22353219844278743,0.9639344215393066
33,0.2386271666645743,0.9518599510192871,0.23742060431691467,0.9508196711540222
34,0.2346718459343232,0.9452953934669495,0.2762215623112976,0.922950804233551
35,0.2537011537757953,0.942013144493103,0.1953051559260634,0.980327844619751
36,0.25237316140982463,0.9452953934669495,0.2459553962359663,0.9426229596138
37,0.2189039391683541,0.9573304057121277,0.197014120221138,0.980327844619751
38,0.21601653092538764,0.9573304057121277,0.1994171324811998,0.980327844619751
39,0.20779822173342924,0.9584245085716248,0.19027085460600307,0.9786885380744934
40,0.22958103753218764,0.9540481567382812,0.18090766609692183,0.9819672107696533
41,0.231711533906945,0.949671745300293,0.23769186422473096,0.9491803050041199
42,0.23484229366549778,0.9474835991859436,0.22523409719349907,0.9508196711540222
43,0.18957350895428293,0.9693654179573059,0.17928930652923272,0.9819672107696533
44,0.20259000413136097,0.9606127142906189,0.2236964079688807,0.9573770761489868
45,0.23470110281551954,0.942013144493103,0.18940764983169367,0.9737704992294312
46,0.24375577163383266,0.9387308359146118,0.20252626220710943,0.965573787689209
47,0.25155934828376353,0.940919041633606,0.2567084331004346,0.9278688430786133
