,loss,accuracy,val_loss,val_accuracy
48,0.19897915214234943,0.970459520816803,0.23418197348469594,0.9426229596138
49,0.19096465770733956,0.9638949632644653,0.205461093123819,0.9622950553894043
50,0.19325074018743418,0.9595186114311218,0.16936721601447122,0.9819672107696533
51,0.1814148082057548,0.9715536236763,0.18006870282478019,0.9819672107696533
52,0.17806600745058165,0.9715536236763,0.18898877017810697,0.9704918265342712
53,0.1947335865617581,0.9584245085716248,0.16640838267373256,0.9819672107696533
54,0.19823047277442216,0.9606127142906189,0.1819469385459775,0.9704918265342712
55,0.18039228318817507,0.9660831689834595,0.17827877539103149,0.980327844619751
56,0.16294360597754465,0.9726477265357971,0.16925966622399502,0.9819672107696533
57,0.16573626895310842,0.970459520816803,0.1643201149389392,0.9819672107696533
58,0.17795354682194064,0.9649890661239624,0.19130696129114902,0.9672130942344666
59,0.18476815965165194,0.9715536236763,0.1667098222208805,0.9836065769195557
60,0.17468048271843328,0.9693654179573059,0.1778494171187526,0.9786885380744934
61,0.1667974608862687,0.9682713150978088,0.1638667862923419,0.9836065769195557
62,0.19571055814265162,0.9595186114311218,0.1642262696731286,0.9819672107696533
63,0.15643739690535438,0.9803063273429871,0.1500714961622582,0.9819672107696533
64,0.14720225630886447,0.9846827387809753,0.15302492707479196,0.9819672107696533
65,0.16254185746613425,0.9671772718429565,0.17632891638357132,0.9737704992294312
66,0.1675518198627612,0.970459520816803,0.18114003143349633,0.9754098653793335
67,0.16160510702127961,0.9726477265357971,0.1434620544802947,0.9836065769195557
68,0.18440888003656067,0.9584245085716248,0.15385728148651906,0.9836065769195557
69,0.16103664782362903,0.9671772718429565,0.13828509967835223,0.9852458834648132
70,0.15250319099008908,0.9770240783691406,0.14140210625578145,0.9918032884597778
71,0.16245353212111366,0.9759299755096436,0.14371700477404672,0.9836065769195557
72,0.15364962614078229,0.9726477265357971,0.1602753435979124,0.9704918265342712
73,0.16016856726071507,0.9737417697906494,0.17068677236799334,0.9721311330795288
74,0.1569190246890619,0.9693654179573059,0.1469507529110205,0.9770491719245911
75,0.17670871509764857,0.9584245085716248,0.1394891012398923,0.9868852496147156
76,0.1832089758349717,0.9595186114311218,0.22379291272554241,0.9393442869186401
77,0.16226853061817928,0.9682713150978088,0.14906258898191765,0.9819672107696533
78,0.1360086157624518,0.9835886359214783,0.14239735131869552,0.980327844619751
79,0.1291971091238101,0.9814004302024841,0.13305571284450468,0.9868852496147156
80,0.12899887767218918,0.9803063273429871,0.13063219766147802,0.9868852496147156
81,0.1451719912254054,0.9770240783691406,0.1504490611006002,0.9704918265342712
82,0.14380719163811703,0.97921222448349,0.12228842981037547,0.9934425950050354
83,0.146397691994449,0.9726477265357971,0.1289005455423574,0.9901639223098755
84,0.14907609769173732,0.9737417697906494,0.11962935416424861,0.9934425950050354
85,0.12608653554770305,0.9814004302024841,0.12138316308865782,0.9950819611549377
86,0.13070010128115148,0.9803063273429871,0.11680430359527713,0.9950819611549377
87,0.16470643101948879,0.9649890661239624,0.1463737753571057,0.9950819611549377
88,0.14134349793000087,0.9759299755096436,0.12343978818322791,0.9852458834648132
89,0.1322038021240245,0.9846827387809753,0.11205794640251848,0.9934425950050354
90,0.1266083855597665,0.9770240783691406,0.12633339577033872,0.9852458834648132
91,0.1342164365089696,0.9803063273429871,0.12520712814370138,0.9868852496147156
92,0.16013663289844338,0.9638949632644653,0.36735761834949743,0.8918032646179199
93,0.17623825429957074,0.9584245085716248,0.1520877036403437,0.9672130942344666
94,0.14280714886976278,0.97921222448349,0.11262736535463176,0.9901639223098755
95,0.1388470424212825,0.9759299755096436,0.12008443787449696,0.9885246157646179
96,0.11721522972411609,0.9846827387809753,0.11658038159862893,0.9901639223098755
97,0.11909292488312043,0.9868708848953247,0.11769710774304437,0.9950819611549377
98,0.12701155154005964,0.9803063273429871,0.12627562865859174,0.9819672107696533
99,0.13247222288693067,0.9781181812286377,0.10707299298927432,0.9934425950050354
